Keyword,LeftContext,RightContext
Caesar,er bald den zweiten noch minder verzeihlichen hinzu die von,gewünschte und von Scipio mit Recht bisher verweigerte Feldschlacht jetzt
Caesar,blasen und gingen auf der ganzen Linie vor allen voran,selbst der da er die Seinigen ohne seinen Befehl abzuwarten
Caesar,niedergehauen oder gefangen ihre Führer Afranius und Faustus wurden an,ausgeliefert und da dieser sie nicht sogleich hinrichten ließ von
Caesar,unabhängigen Landschaften ein letztes Räuber und Piratenasyl Ohne Widerstand ordnete,die afrikanischen Verhältnisse Wie schon Curio beantragt hatte ward das
Caesar,durfte bereits sich datieren von dem Augenblick wo Pompeius und,im Bunde die Gesamtherschaft begründet und die bisherige aristokratische Verfassung
Caesar,kam ein Protest der all jene sogenannte Verfassungsmäßigkeit mit welcher,seine Monarchie umkleidete wie Spinneweben zerriß und das Schibboleth der
Caesar,Die größeste aber unter diesen Huldigungen war die unfreiwillige die,ihm erwies indem er von der geringschätzigen Milde mit welcher
Caesar,Herrscher über das ganze Gebiet römisch hellenischer Civilisation Gaius Julius,stand im sechsundfünfzigsten Lebensjahr geb 12 Juli 652 als die
Caesar,Stahl dieser Natur widerstand selbst diesem zerfahrenen und windigen Treiben,blieb sowohl die körperliche Frische ungeschwächt wie die Spannkraft des
Caesar,Phantastische ihm fern lag Es versteht sich von selbst daß,ein leidenschaftlicher Mann war denn ohne Leidenschaft gibt es keine
Caesar,wenn Alexandern der Homerische Achill nicht schlafen ließ so stellte,in seinen schlaflosen Stunden Betrachtungen über die Beugungen der lateinischen
Caesar,um einen schwachen Punkt in seiner politischen Stellung zu maskieren,war durchaus Realist und Verstandesmensch und was er angriff und
Caesar,gestattete Aus dieser Verstandesklarheit rührt es aber auch her daß,sich über die Macht des Schicksals und das Können des
Caesar,ein Staatsmann hervorgehen Von früher Jugend an war denn auch,ein Staatsmann im tiefsten Sinne des Wortes und sein Ziel
Caesar,hat nichts Einzelnes geschaffen Mit Recht rühmt man den Redner,wegen seiner aller Advokatenkunst spottenden männlichen Beredsamkeit die wie die
Caesar,erleuchtete und erwärmte Mit Recht bewundert man an dem Schriftsteller,die unnachahmliche Einfachheit der Komposition die einzige Reinheit und Schönheit
Caesar,Mit Recht haben die größten Kriegsmeister aller Zeiten den Feldherrn,gepriesen der wie kein anderer ungeirrt von Routine und Tradition
Caesar,die Bürgschaft des Sieges fand Allein alles dieses ist bei,nur Nebensache er war zwar ein großer Redner Schriftsteller und
Caesar,wie in seinen Zielen und Erfolgen vielleicht unter allen Staatsmännern,am nächsten verwandt ist Selbst in seiner Kriegführung ist diese
Caesar,militärischen Bedenken in der Art beiseite zu schieben wie dies,mehrmals am auffallendsten bei seiner Landung in Epirus getan hat
Caesar,waren alle Bedingungen zu dieser schwersten aller menschlichen Leistungen in,vereinigt Durch und durch Realist ließ er die Bilder der
Caesar,widerstrebenden Elementen so entschieden zusammengezwungen und so fest zusammengehalten wie,seine Koalitionen und seine Legionen nie ein Regent mit so
Caesar,Männer den militärischen Kommandoton auf die Politik zu übertragen hat,durchaus vermieden wie vielen Anlaß das verdrießliche Verhältnis zum Senat
Caesar,zu Brutalitäten gegriffen wie die des achtzehnten Brumaire eine war,war Monarch aber nie hat ihn der Tyrannenschwindel erfaßt Er
Caesar,Geschick daß es auch seinen Lieblingen nur begrenzte Erfolge gönnt,ist an der Themse und am Rhein freiwillig zurückgegangen und
Caesar,Das Geheimnis liegt in dessen Vollendung Menschlich wie geschichtlich steht,in dem Gleichungspunkt in welchem die großen Gegensätze des Daseins
Caesar,wie nach außen hin zu versöhnen und zu vermählen ist,der ganze und vollständige Mann Darum fehlt es denn auch
Caesar,Volkseigentümlichkeit und in einem bestimmten Kulturzug stehen Nur dadurch war,ein voller Mann weil er wie kein anderer mitten in
Caesar,liegt auch die Schwierigkeit man darf vielleicht sagen die Unmöglichkeit,anschaulich zu schildern Wie der Künstler alles malen kann nur
Caesar,seit Jahrtausenden wieder und wieder auf die Linien zurückgelenkt die,gezogen hat und wenn die Völker denen die Welt gehört
Caesar,von der letzten Katastrophe her überall ihn bedeckten gesäubert werden,ging dabei aus von dem Grundsatz der Versöhnung der bisherigen
Caesar,der republikanischen Vergangenheit als abgetan für immer und ewig Während,die auf die Nachricht von der Pharsalischen Schlacht von dem
Caesar,noch minder einverstanden war als diese versteht sich von selbst,selbst wollte wohl im ganzen dasselbe was Gaius Gracchus im
Caesar,verschaffen können Als nun aber sehr bald sich herausstellte daß,nichts weniger sein wollte als der Testamentsvollstrecker Catilinas daß die
Caesar,Senat und auf dem Markte einer der eifrigsten Vorkämpfer für,brachte ohne höheren Auftrag bei dem Volke ein Gesetz ein
Caesar,aus dem Osten dem tollen Treiben vollständig ein Ziel setzte,legte diesen hirnlosen Versuchen die Catilinarischen Projekte wiederaufzuwärmen so wenig
Caesar,gegen die Räuberbanden das bloße Dasein einer starken Regierung und,war zu groß und zu besonnen um mit der Angst
Caesar,und damit seiner Monarchie eine falsche Popularität zu erschwindeln Wenn,also die gewesene demokratische Partei ihrem schon bis an die
Caesar,sondern sie vorzubereiten und einzuleiten Es war das wenigste daß,schon aus natürlichem Anstandsgefühl es vermied die gestürzte Partei durch
Caesar,wiederum errichten ließ Der politischen Verfolgung nach dem Siege steckte,die möglichst engen Grenzen Es fand keine Untersuchung statt über
Caesar,Verbindungen die die Verfassungspartei auch mit nominellen Caesarianern gehabt hatte,warf die in den feindlichen Hauptquartieren von Pharsalos und Thapsus
Caesar,die ihren römischen oder provinzialen Offizieren in den Kampf gegen,gefolgt waren Eine Ausnahme ward nur gemacht mit denjenigen römischen
Caesar,das Vermögen eingezogen Auch den Offizieren der besiegten Partei hatte,bis zum Ausgang des spanischen Feldzugs 705 uneingeschränkte Begnadigung gewährt
Caesar,an den Staat fiel wer aber von diesen früher von,Gnade angenommen hatte und abermals in den feindlichen Reihen betroffen
Caesar,wenn sie nur es über sich gewannen deshalb bittend bei,einzukommen manchem der dessen sich weigerte wie zum Beispiel dem
Caesar,bei Gelegenheit der Titelfrage durch demonstratives Einschreiten gegen die welche,König genannt hatten sich die republikanische Märtyrerkrone erwarben aber um
Caesar,dankbareres Publikum weil auch die Literatur nicht mehr frei war,bekämpfte zwar auch jetzt noch die Republikaner auf dem eigenen
Caesar,die Verschwörung gegen das Leben des Herrschers in Permanenz blieb,aber durch diese Anschläge sich nicht einmal bewegen ließ auf
Caesar,entdeckten Konspirationen durch öffentliche Anschläge bekannt zu ma chen Wiesehr,alle seine persönliche Sicherheit angehenden Dinge mit gleichgültiger Verwegenheit zu
Caesar,Ächtung auszurotten oder durch Verbannung aus dem Gemeinwesen auszuscheiden versucht,konnte für seine hohen Zwecke die Verfassungspartei selbst nicht entbehren
Caesar,Heinrich IV und Wilhelm von Oranien so begannen auch für,die größten Schwierigkeiten erst nach dem Siege Jeder revolutionäre Sieger
Caesar,Gegner nicht wie Cinna und Sulla Parteihaupt bleibt sondern wie,wie Heinrich IV und Wilhelm von Oranien an die Stelle
Caesar,Verfassungsfreunde und die Pompeianer wenn sie auch mit den Lippen,huldigten grollten doch im Herzen entweder der Monarchie oder wenigstens
Caesar,an die neuen Zustände begegneten als in dem Hasse gegen,so irrte dies ihn nicht er wußte es wohl daß
Caesar,die neue Bahn so ist zunächst daran zu erinnern daß,nicht kam um anzufangen sondern um zu vollenden Der Plan
Caesar,oder minder Geist und Glück aber ohne Schwanken festgehalten worden,von Haus aus und gleichsam schon nach Erbrecht das Haupt
Caesar,gültige Phrase zu verbrauchen in diesem Falle das Urteil über,in ein Urteil über den sogenannten Caesarismus umzudeuten Freilich soll
Caesar,und freier als irgend ein ähnlicher Staat gestaltet hat Von,an hielt wie die späteren Bücher dies darlegen werden und
Caesar,Usurpation Die Geschichte aber wird sich nicht bescheiden dem rechten,deshalb die Ehre zu verkürzen weil ein solcher Wahlspruch den
Caesar,Stellung des neuen Staatsoberhaupts erscheint formell zunächst wenigstens als Diktatur,übernahm dieselbe zuerst nach der Rückkehr aus Spanien i J
Caesar,magistratischen ja außerhalb der Kompetenz der Staatsgewalten überhaupt lagen konnte,hiernach von Rechts wegen sich beilegen und es erscheint fast
Caesar,neben dieser Diktatur kein Raum Die Censur als solche hat,nicht übernommen 82 wohl aber die censorischen Rechte namentlich das
Caesar,übernehmen keine Folge gegeben Die Oberaufsicht über den Kult brauchte,nicht erst sich übertragen zu lassen da er bereits Oberpontifex
Caesar,beginnenden Hoftons Hervorgehoben zu werden verdienen nur zwei Einrichtungen daß,den Tribunen des Volkes namentlich in ihrer besonderen persönlichen Unverletzlichkeit
Caesar,den Verständigen wird es weder dafür eines Beweises bedürfen daß,beabsichtigte die höchste Gewalt dem Gemeinwesen einzufügen und zwar nicht
Caesar,Vertrauensdekreten und Ehrengesetzen überschüttete nicht leicht festzustellen welche definitive Formulierung,im Sinne gehabt hat Am wenigsten konnte die neue Monarchie
Caesar,diesem Amt nicht wohl zu trennenden Kollegialität es hat auch,offenbar darauf hingearbeitet dieses bisher höchste Amt zum leeren Titel
Caesar,praktisch am häufigsten und bestimmtesten hervor aber wahrscheinlich nur weil,sie als das benutzen wollte was sie von alters her
Caesar,zugleich die demokratische und die religiöse Weihe zu verleihen beabsichtigte,wahrscheinlich mit demselben teils die tribunicische Gewalt teils den Oberpontifikat
Caesar,gemeinen Mannes gegen den Adel gewesen waren so war auch,nicht gekommen um die Freiheit aufzulösen sondern um sie zu
Caesar,der Aristokratie zu brechen Es darf auch nicht befremden daß,nichts weniger als ein politischer Antiquarius ein halbes Jahrtausend zurückgriff
Caesar,die einmal entwickelten Formen als ein heiliges Erbstück Darum knüpfte,mit gutem Bedacht an Servius Tullius in ähnlicher Weise an
Caesar,derjenigen sieben Könige welche die konventionelle Geschichte Roms aufzuführen pflegte,befahl daneben das seinige als das achte zu errichten Er
Caesar,Caesars Man konnte hiernach wenigstens darüber sich nicht beschweren daß,das Publikum über die Auffassung seiner Stellung im dunkeln ließ
Caesar,auffallendsten Marcus Antonius indem er als Konsul vor allem Volke,das Diadem darbot 15 Febr 710 Caesar aber wies diese
Caesar,vor allem Volke Caesar das Diadem darbot 15 Febr 710,aber wies diese Anträge ohne Ausnahme von der Hand Wenn
Caesar,vorzubereiten verkennt völlig die gewaltige Macht der Gesinnungsopposition mit welcher,zu rechnen hatte und die durch eine solche öffentliche Anerkennung
Caesar,allein diese Auftritte veranlaßt haben es kann auch sein daß,die Scene mit Antonius nur zuließ oder auch veranstaltete um
Caesar,Weise ein Ende zu machen Die Wahrscheinlichkeit spricht dafür daß,der den Wert einer geläufigen Formulierung ebenso würdigte wie die
Caesar,in obligatem Pomp und obligater Geschmacklosigkeit und Leerheit sich ein,erschien öffentlich statt in dem mit Purpurstreifen verbrämten Gewande der
Caesar,Sieges und Gelübdefeste zu seinen Ehren füllten den Kalender Wenn,nach der Hauptstadt kam zogen die vornehmsten seiner Diener scharenweise
Caesar,Personen ward die persönliche Verhandlung mit ihm so erschwert daß,sogar mit seinen Vertrauten vielfach schriftlich zu verkehren sich genötigt
Caesar,Vorzimmer zu warten hatten Man empfand es deutlicher als es,selber lieb war daß man nicht mehr zu einem Mitbürger
Caesar,bis sechzehn Patriciergeschlechter waren zu Caesars Zeit noch vorhanden Indem,selber einem derselben entsprossen das Recht neue patricische Geschlechter zu
Caesar,und der einzelnen Beamten beruhenden Gemeinwesens Mit voller Bestimmtheit ging,zurück auf die Überlieferung der Königszeit die Bürgerschaftsversammlung blieb was
Caesar,an sich klar sondern auch bestimmt bezeugt ist schon von,selbst und nicht erst von seinen Nachfolgern auch der andere
Caesar,da der römische Senat ebenso der Herd der Opposition gegen,war wie der attische Areopag derjenige gegen Perikles Hauptsächlich aus
Caesar,des Senats selbst Einer solchen sich selber vernichtenden Staatskunst war,nicht fähig er war ebenso entschlossen sich nicht von seinem
Caesar,wie jene ältesten Könige Nichtbürger I 79 I 255 zog,Nichtitaliker in seinen Senat Wenn hiermit das Regiment der Nobilität
Caesar,in jeder irgend wesentlichen Frage der Imperator in eigener Person,hat es vermocht das persönliche Regiment in einer Ausdehnung durchzuführen
Caesar,außerdem noch begründet ist in einer allgemeineren Ursache Wenn wir,Sulla Gaius Gracchus überhaupt die römischen Staatsmänner durchweg eine unsere
Caesar,ebensoweit zurückbleibt wie die heutige Kapitalherrschaft hinter dem antiken Sklavensystem,verstand diesen Vorteil zu nutzen wo ein Posten besonderes Vertrauen
Caesar,Fabrik die es stempelt Nur das ist vollkommen klar daß,durchaus keinen Gehilfen bei seinem Werke gehabt hat der von
Caesar,versteht sich von selbst daß in den eigentlich politischen Angelegenheiten,so weit irgend möglich jede Stellvertretung vermied Wo sie unumgänglich
Caesar,möglich jede Stellvertretung vermied Wo sie unumgänglich war wie denn,namentlich während seiner häufigen Abwesenheit von Rom eines höheren Organs
Caesar,Kaufmann Lucius Cornelius Balbus aus Gades In der Verwaltung war,vor allem darauf bedacht die Schlüssel der Staatskasse die der
Caesar,die Verwaltung des ganzen Finanz und Geldwesens des Staates nahm,in die Hand und führte sie durchaus in der Art
Caesar,von der Centralgewalt loszumachen Wahrscheinlich war es ebendiese Rücksicht die,bestimmte das Land nicht förmlich zur Provinz zu erklären sondern
Caesar,Steuereinnehmerstellen als ein Gesindeposten behandelt Im allgemeinen aber überwog bei,die Rücksicht die Soldaten Roms nicht wie die der Könige
Caesar,nicht Titularkonsuln aber doch Titularprätoren wie Titularquästoren zu ernennen sicherte,sich für die Besetzung der Statthalterschaften eine hinreichende Zahl ihm
Caesar,erst gegen das Ende ernannt und in diesem war gar,Konsul ohne Kollegen Es sieht dies ganz aus wie ein
Caesar,die kurulische Ädilität und die Quästur wiederabzuschaffen 91 Indes ging,hiervon später wieder ab weder nahm er selbst den Königstitel
Caesar,römische Gemeinde den unterworfenen zu bereiten gewohnt gewesen widerfuhr durch,ihr selber ihre Souveränität über das Römische Reich verwandelte sich
Caesar,die Autokratie hinreichend begründet In der geistlichen Hierarchie dagegen hat,obwohl er auch über diesen Teil des Staatshaushalts ein ausführliches
Caesar,der römischen Staatstheologie bekannt machte durfte er dieselben dem Oberpontifex,zueignen Der matte Glanz den der Joviskult noch zu geben
Caesar,Frage an Geschworne rechtlich gebunden zu sein so nahm auch,das Recht in Anspruch Blutgerichte wie Privatprozesse zu alleiniger und
